id,member_id,loan_amnt,loan_amnt_band,funded_amnt,funded_amnt_band,funded_amnt_inv,funded_amnt_inv_band,term,int_rate,int_rate_band,installment,installment_band,grade,sub_grade,emp_title,emp_length_years,emp_length_band,home_ownership,annual_inc,annual_inc_band,verification_status,dti,dti_band,purpose,issue_date,issue_month,issue_month_name,issue_year,loan_status_label,default_flag
509078,656980,5000,Medium,5000,Low,4950,Low,36 months,7.88,Low,156.41,Low,A,A5,Customs and Border Protection,5,Senior (3-7y),MORTGAGE,54000,Medium,Verified,12,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
509068,656963,5000,Medium,5000,Low,5000,Medium,36 months,14.22,Medium,171.43,Low,C,C5,Commerce West Insurance,7,Senior (3-7y),MORTGAGE,52000,Medium,Source Verified,1.85,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
509006,656876,6000,Medium,6000,Medium,6000,Medium,36 months,16.45,High,212.27,Medium,E,E1,Corix Utilities,1,Fresher (0-1y),RENT,54000,Medium,Verified,16.76,Medium,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
507862,655097,2500,Low,2500,Low,2500,Low,36 months,11.36,Medium,82.28,Low,B,B5,Sepco erie,6,Senior (3-7y),OWN,30000,Low,Not Verified,15.64,Medium,credit_card,4/1/2010,4,Apr,2010,Fully Paid,0
508994,656857,8000,Medium,8000,Medium,7500,Medium,36 months,12.73,Medium,268.53,Medium,C,C1,Microsoft Corporation,7,Senior (3-7y),RENT,135000,High,Verified,4.94,Low,wedding,4/1/2010,4,Apr,2010,Fully Paid,0
508978,656838,5000,Medium,5000,Low,4925,Low,36 months,7.14,Low,154.7,Low,A,A3,honda,10,Expert (7y+),RENT,45984,Low,Not Verified,4.78,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508972,656829,8000,Medium,8000,Medium,8000,Medium,36 months,14.22,Medium,274.28,Medium,C,C5,"West Coast Arborists, Inc.",9,Expert (7y+),RENT,64000,Medium,Not Verified,6.96,Low,major_purchase,4/1/2010,4,Apr,2010,Fully Paid,0
506991,653813,8000,Medium,8000,Medium,8000,Medium,36 months,15.33,High,278.63,Medium,D,D3,lawnwood regional medical center,3,Junior (1-3y),RENT,45000,Low,Not Verified,7.76,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508957,656808,13000,Medium,13000,Medium,12366.4149,Medium,36 months,7.51,Low,404.43,High,A,A4,rudin managment,9,Expert (7y+),RENT,55000,Medium,Not Verified,10.43,Medium,major_purchase,5/1/2010,5,May,2010,Fully Paid,0
508966,656822,3000,Low,3000,Low,3000,Low,36 months,9.88,Low,96.64,Low,B,B1,"Tom Cat Bakery, Inc",2,Junior (1-3y),RENT,55000,Medium,Source Verified,10.69,Medium,educational,4/1/2010,4,Apr,2010,Fully Paid,0
508967,656818,15000,High,15000,Medium,14802.35095,Medium,36 months,13.48,Medium,508.87,High,C,C3,"Summar Financial, LLC",3,Junior (1-3y),RENT,75000,Medium,Verified,8.67,Low,other,5/1/2010,5,May,2010,Fully Paid,0
499806,641678,12000,Medium,12000,Medium,12000,Medium,36 months,15.33,High,417.94,High,D,D3,St. Peter's University Hospital,9,Expert (7y+),MORTGAGE,63500,Medium,Not Verified,13.91,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508927,656769,8200,Medium,8200,Medium,8200,Medium,36 months,13.85,Medium,279.66,Medium,C,C4,Recochem Inc.,10,Expert (7y+),MORTGAGE,116004,High,Verified,6.65,Low,other,4/1/2010,4,Apr,2010,Fully Paid,0
508931,656773,3000,Low,3000,Low,3000,Low,36 months,7.14,Low,92.82,Low,A,A3,target corporation,10,Expert (7y+),RENT,19992,Low,Not Verified,8.04,Low,other,5/1/2010,5,May,2010,Charged Off,1
508921,656763,13000,Medium,13000,Medium,12975,Medium,36 months,13.11,Medium,438.69,High,C,C2,BioLife,2,Junior (1-3y),RENT,30000,Low,Not Verified,19.84,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508864,656682,15000,High,15000,Medium,14916.20133,Medium,36 months,9.88,Low,483.16,High,B,B1,Cascade Steel,9,Expert (7y+),MORTGAGE,67000,Medium,Not Verified,18.02,Medium,credit_card,5/1/2010,5,May,2010,Charged Off,1
508804,656558,6000,Medium,6000,Medium,6000,Medium,36 months,14.96,Medium,207.88,Medium,D,D2,Sheboygan Area School District,10,Expert (7y+),MORTGAGE,75000,Medium,Not Verified,16.45,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508855,656671,8000,Medium,8000,Medium,7950,Medium,36 months,10.25,Medium,259.08,Medium,B,B2,Precision Capital,3,Junior (1-3y),RENT,60000,Medium,Not Verified,9.74,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508828,656585,5000,Medium,5000,Low,5000,Medium,36 months,13.11,Medium,168.73,Low,C,C2,Baltimore Washington Medical Center,4,Senior (3-7y),RENT,27264,Low,Not Verified,8.45,Low,other,4/1/2010,4,Apr,2010,Fully Paid,0
508798,656548,24000,High,24000,High,23676.03881,High,36 months,12.73,Medium,805.59,Very High,C,C1,Comcast,2,Junior (1-3y),MORTGAGE,76596,Medium,Verified,8.02,Low,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
508809,656563,12000,Medium,12000,Medium,12000,Medium,36 months,10.25,Medium,388.62,Medium,B,B2,Bank of America,1,Fresher (0-1y),MORTGAGE,34900,Low,Not Verified,23.66,High,medical,4/1/2010,4,Apr,2010,Fully Paid,0
507933,655208,6800,Medium,6800,Medium,6604.33844,Medium,36 months,14.59,Medium,234.37,Medium,D,D1,Petco,4,Senior (3-7y),OWN,19800,Low,Not Verified,14.3,Medium,other,4/1/2010,4,Apr,2010,Fully Paid,0
508802,656557,8000,Medium,8000,Medium,8000,Medium,36 months,14.96,Medium,277.18,Medium,D,D2,Northsore,5,Senior (3-7y),RENT,30000,Low,Not Verified,20.72,High,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508777,656521,25000,Very High,25000,High,25000,Very High,36 months,19.04,High,916.95,Very High,F,F3,Travelers Insurance,4,Senior (3-7y),RENT,110004,High,Verified,12.88,Medium,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
502510,646254,5000,Medium,5000,Low,5000,Medium,36 months,6.76,Low,153.85,Low,A,A2,City of Arvada,8,Expert (7y+),RENT,27000,Low,Not Verified,9.6,Low,other,4/1/2010,4,Apr,2010,Fully Paid,0
508759,656497,5000,Medium,5000,Low,4975,Low,36 months,11.36,Medium,164.56,Low,B,B5,St. Cloud State University,10,Expert (7y+),RENT,59800,Medium,Not Verified,17.56,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508764,656503,9000,Medium,9000,Medium,9000,Medium,36 months,13.85,Medium,306.94,Medium,C,C4,U.S Army Civilian Contractor,1,Fresher (0-1y),MORTGAGE,55000,Medium,Verified,22.54,High,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508736,656465,2100,Low,2100,Low,2100,Low,36 months,6.76,Low,64.62,Low,A,A2,Sarnoff Corporation,10,Expert (7y+),MORTGAGE,73400,Medium,Not Verified,2.81,Low,car,4/1/2010,4,Apr,2010,Fully Paid,0
508722,656452,3700,Low,3700,Low,3700,Low,36 months,6.39,Low,113.23,Low,A,A1,Virginia Commonwealth University,3,Junior (1-3y),MORTGAGE,62000,Medium,Source Verified,10.03,Medium,home_improvement,4/1/2010,4,Apr,2010,Fully Paid,0
508719,656449,4500,Low,4500,Low,4500,Low,36 months,7.51,Low,140,Low,A,A4,"Samuel I White, P.C.",5,Senior (3-7y),MORTGAGE,70000,Medium,Not Verified,16.44,Medium,other,5/1/2010,5,May,2010,Fully Paid,0
502017,645441,22000,High,22000,High,21175,High,36 months,10.62,Medium,716.32,Very High,B,B3,Dechert-Hampe & Co.,10,Expert (7y+),RENT,72000,Medium,Source Verified,8.77,Low,credit_card,5/1/2010,5,May,2010,Fully Paid,0
508655,656376,9250,Medium,9250,Medium,9250,Medium,36 months,11.36,Medium,304.43,Medium,B,B5,Bricmont,2,Junior (1-3y),MORTGAGE,54000,Medium,Source Verified,24.76,High,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507907,655165,19400,High,19400,High,19400,High,36 months,16.07,High,682.77,Very High,D,D5,BATS Exchange,3,Junior (1-3y),MORTGAGE,316800,Very High,Not Verified,7.25,Low,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
508644,656358,6000,Medium,6000,Medium,6000,Medium,36 months,10.99,Medium,196.42,Low,B,B4,Divine Dining,10,Expert (7y+),MORTGAGE,75000,Medium,Not Verified,0.64,Low,other,4/1/2010,4,Apr,2010,Fully Paid,0
508640,656352,5500,Medium,5500,Medium,5500,Medium,36 months,12.73,Medium,184.62,Low,C,C1,INTERNAL REVENUE SERVICE,10,Expert (7y+),RENT,56000,Medium,Source Verified,16.8,Medium,other,4/1/2010,4,Apr,2010,Charged Off,1
507124,653953,5000,Medium,5000,Low,4939.210353,Low,36 months,10.62,Medium,162.8,Low,B,B3,Cardiovascular Group,3,Junior (1-3y),RENT,32004,Low,Not Verified,24.86,High,major_purchase,4/1/2010,4,Apr,2010,Fully Paid,0
508634,656340,5000,Medium,5000,Low,5000,Medium,36 months,15.33,High,174.15,Low,D,D3,U.S. Department of Homeland Security,1,Fresher (0-1y),OWN,28800,Low,Verified,18.92,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
490861,626983,6250,Medium,6250,Medium,6250,Medium,36 months,7.51,Low,194.44,Low,A,A4,Sears Holding,2,Junior (1-3y),RENT,19200,Low,Source Verified,24.25,High,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
492357,629645,10000,Medium,10000,Medium,9500,Medium,36 months,10.25,Medium,323.85,Medium,B,B2,ArcelorMittal Plate,2,Junior (1-3y),MORTGAGE,61000,Medium,Verified,15.5,Medium,house,5/1/2010,5,May,2010,Fully Paid,0
508579,656234,10000,Medium,10000,Medium,9000,Medium,36 months,10.25,Medium,323.85,Medium,B,B2,Bemis,4,Senior (3-7y),RENT,58100,Medium,Not Verified,12.93,Medium,major_purchase,4/1/2010,4,Apr,2010,Fully Paid,0
508392,655953,3600,Low,3600,Low,3600,Low,36 months,7.51,Low,112,Low,A,A4,usb sewer equipment corp,3,Junior (1-3y),MORTGAGE,39996,Low,Not Verified,12.96,Medium,home_improvement,5/1/2010,5,May,2010,Fully Paid,0
507224,654122,7500,Medium,7500,Medium,7242.236551,Medium,36 months,7.88,Low,234.61,Medium,A,A5,ARG,1,Fresher (0-1y),RENT,38000,Low,Not Verified,18.54,Medium,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
507665,654800,18250,High,18250,High,18046.56426,High,36 months,10.25,Medium,591.03,High,B,B2,Source Interlink Media,1,Fresher (0-1y),RENT,42504,Low,Not Verified,23.15,High,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
508481,656090,5500,Medium,5500,Medium,5500,Medium,36 months,10.99,Medium,180.05,Low,B,B4,Arthur J Gallagher,1,Fresher (0-1y),RENT,57000,Medium,Not Verified,18.55,Medium,car,5/1/2010,5,May,2010,Fully Paid,0
506881,653616,25000,Very High,25000,High,24842.45,High,36 months,10.99,Medium,818.38,Very High,B,B4,Great Lakes Tape Corporation,4,Senior (3-7y),MORTGAGE,132000,High,Not Verified,18.51,Medium,debt_consolidation,5/1/2010,5,May,2010,Charged Off,1
508365,655920,10000,Medium,10000,Medium,9950,Medium,36 months,12.73,Medium,335.67,Medium,C,C1,Fred Meyer,8,Expert (7y+),MORTGAGE,39996,Low,Verified,9.57,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508429,656005,10000,Medium,10000,Medium,8925,Medium,36 months,10.99,Medium,327.36,Medium,B,B4,Freed Maxick and Battaglia CPA  PC,1,Fresher (0-1y),RENT,42000,Low,Source Verified,13,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508412,655985,12000,Medium,12000,Medium,11400,Medium,36 months,10.25,Medium,388.62,Medium,B,B2,US Government,3,Junior (1-3y),RENT,69805,Medium,Not Verified,17.21,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508406,655976,3500,Low,3500,Low,3500,Low,36 months,11.36,Medium,115.19,Low,B,B5,TW&C,1,Fresher (0-1y),RENT,46344,Low,Not Verified,11.39,Medium,car,4/1/2010,4,Apr,2010,Fully Paid,0
508383,655944,20000,High,20000,High,20000,High,36 months,13.48,Medium,678.49,Very High,C,C3,Piermont Wealth Management,5,Senior (3-7y),RENT,67000,Medium,Not Verified,23.84,High,wedding,5/1/2010,5,May,2010,Fully Paid,0
508195,655646,10000,Medium,10000,Medium,9997.754039,Medium,36 months,15.33,High,348.29,Medium,D,D3,Sungard Higher Education,4,Senior (3-7y),RENT,40000,Low,Not Verified,24.54,High,wedding,4/1/2010,4,Apr,2010,Fully Paid,0
508337,655858,21000,High,21000,High,20662.84551,High,36 months,10.25,Medium,680.08,Very High,B,B2,chevron,4,Senior (3-7y),MORTGAGE,105000,High,Verified,11.29,Medium,credit_card,5/1/2010,5,May,2010,Fully Paid,0
508319,655833,12000,Medium,12000,Medium,11500,Medium,36 months,13.11,Medium,404.94,High,C,C2,Columbia Bank,5,Senior (3-7y),RENT,33504,Low,Not Verified,20.02,High,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508314,655825,3000,Low,3000,Low,3000,Low,36 months,10.62,Medium,97.68,Low,B,B3,Peacock Apparel Group,1,Fresher (0-1y),RENT,45000,Low,Not Verified,2.48,Low,other,4/1/2010,4,Apr,2010,Fully Paid,0
508289,655775,6500,Medium,6500,Medium,6500,Medium,36 months,7.51,Low,202.22,Medium,A,A4,SAIC,6,Senior (3-7y),MORTGAGE,92052,Medium,Not Verified,16.57,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508282,655760,24000,High,24000,High,23702.51846,High,36 months,10.99,Medium,785.65,Very High,B,B4,Zenith Insurance,2,Junior (1-3y),MORTGAGE,65000,Medium,Verified,11.1,Medium,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
508280,655753,7000,Medium,7000,Medium,7000,Medium,36 months,7.51,Low,217.77,Medium,A,A4,Fry-Reglet,3,Junior (1-3y),RENT,28800,Low,Source Verified,15.58,Medium,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
507891,655137,2000,Low,2000,Low,2000,Low,36 months,11.36,Medium,65.83,Low,B,B5,Department Of Defense,4,Senior (3-7y),RENT,132444,High,Verified,8.89,Low,educational,4/1/2010,4,Apr,2010,Fully Paid,0
508247,655711,9800,Medium,9800,Medium,9800,Medium,36 months,12.73,Medium,328.95,Medium,C,C1,Microsoft,4,Senior (3-7y),MORTGAGE,93000,Medium,Verified,1.78,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
508234,655695,7000,Medium,7000,Medium,7000,Medium,36 months,14.22,Medium,239.99,Medium,C,C5,Bank of America,1,Fresher (0-1y),RENT,36120,Low,Verified,7.04,Low,medical,4/1/2010,4,Apr,2010,Fully Paid,0
508230,655691,4000,Low,4000,Low,4000,Low,36 months,13.48,Medium,135.7,Low,C,C3,Highway Supply,2,Junior (1-3y),RENT,28800,Low,Not Verified,8.46,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
505417,651242,24250,High,24250,High,24006.3496,High,36 months,15.7,High,849.02,Very High,D,D4,Jacobs Hospitality Group  LLC- The Pier House Resort,9,Expert (7y+),RENT,83004,Medium,Not Verified,11.84,Medium,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
506209,652600,9500,Medium,9500,Medium,9400,Medium,36 months,10.62,Medium,309.32,Medium,B,B3,Charleston Area CVB,9,Expert (7y+),RENT,38604,Low,Not Verified,16.75,Medium,credit_card,4/1/2010,4,Apr,2010,Fully Paid,0
508130,655557,5000,Medium,5000,Low,4900,Low,36 months,10.25,Medium,161.93,Low,B,B2,Federal Defender Program,7,Senior (3-7y),RENT,112000,High,Not Verified,18.33,Medium,wedding,4/1/2010,4,Apr,2010,Fully Paid,0
508137,655567,5000,Medium,5000,Low,5000,Medium,36 months,12.73,Medium,167.84,Low,C,C1,Comcast,10,Expert (7y+),RENT,51000,Medium,Not Verified,1.53,Low,major_purchase,4/1/2010,4,Apr,2010,Charged Off,1
508005,655371,15000,High,15000,Medium,13954.9,Medium,36 months,12.73,Medium,503.5,High,C,C1,US Department of Veterans Affairs,1,Fresher (0-1y),MORTGAGE,85000,Medium,Verified,13.02,Medium,other,4/1/2010,4,Apr,2010,Fully Paid,0
507855,655083,14000,Medium,14000,Medium,13875,Medium,36 months,7.88,Low,437.93,High,A,A5,Baylor Irving Medical Center,4,Senior (3-7y),MORTGAGE,81996,Medium,Not Verified,4.32,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507682,654821,15000,High,15000,Medium,14608.70979,Medium,36 months,15.33,High,522.43,High,D,D3,Michael Kors,4,Senior (3-7y),RENT,84000,Medium,Verified,6.67,Low,other,4/1/2010,4,Apr,2010,Fully Paid,0
508044,655413,4000,Low,4000,Low,4000,Low,36 months,14.96,Medium,138.59,Low,D,D2,us army,10,Expert (7y+),RENT,31200,Low,Not Verified,13.42,Medium,moving,4/1/2010,4,Apr,2010,Fully Paid,0
508022,655390,17000,High,17000,High,16000,High,36 months,7.88,Low,531.77,High,A,A5,,5,Senior (3-7y),MORTGAGE,138000,High,Verified,5.97,Low,home_improvement,5/1/2010,5,May,2010,Fully Paid,0
507952,655237,6000,Medium,6000,Medium,6000,Medium,36 months,7.51,Low,186.66,Low,A,A4,CarMax,1,Fresher (0-1y),RENT,36000,Low,Source Verified,20.97,High,major_purchase,4/1/2010,4,Apr,2010,Fully Paid,0
507947,655227,3000,Low,3000,Low,3000,Low,36 months,13.48,Medium,101.78,Low,C,C3,BRG Corporation,1,Fresher (0-1y),RENT,25000,Low,Source Verified,22.94,High,credit_card,4/1/2010,4,Apr,2010,Fully Paid,0
507939,655216,15000,High,15000,Medium,14877.51,Medium,36 months,16.45,High,530.67,High,E,E1,walmart,10,Expert (7y+),RENT,38000,Low,Verified,7.71,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
505561,651496,5500,Medium,5500,Medium,5500,Medium,36 months,13.11,Medium,185.6,Low,C,C2,Walmart,4,Senior (3-7y),RENT,15192,Low,Not Verified,11.77,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507890,655139,5600,Medium,5600,Medium,5100,Medium,36 months,6.76,Low,172.31,Low,A,A2,James Madison University,10,Expert (7y+),MORTGAGE,35375,Low,Not Verified,4.07,Low,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
507532,654596,16000,High,16000,High,15801.69414,High,36 months,13.11,Medium,539.92,High,C,C2,instant air,10,Expert (7y+),RENT,108996,High,Verified,12.63,Medium,other,5/1/2010,5,May,2010,Fully Paid,0
506920,653673,8800,Medium,8800,Medium,8800,Medium,36 months,7.51,Low,273.77,Medium,A,A4,Lehigh Magnetic Imaging,5,Senior (3-7y),MORTGAGE,57996,Medium,Not Verified,20.73,High,other,4/1/2010,4,Apr,2010,Fully Paid,0
507865,655103,10000,Medium,10000,Medium,10000,Medium,36 months,13.11,Medium,337.45,Medium,C,C2,GE Healthcare,2,Junior (1-3y),MORTGAGE,83400,Medium,Verified,20.99,High,credit_card,4/1/2010,4,Apr,2010,Fully Paid,0
507863,655099,14500,Medium,14500,Medium,14475,Medium,36 months,13.85,Medium,494.51,High,C,C4,Symantec,10,Expert (7y+),MORTGAGE,153000,Very High,Not Verified,9.11,Low,credit_card,4/1/2010,4,Apr,2010,Fully Paid,0
507836,655055,16200,High,16200,High,16097.61366,High,36 months,10.25,Medium,524.64,High,B,B2,PARAGON HONDA,2,Junior (1-3y),RENT,42000,Low,Not Verified,17.43,Medium,credit_card,5/1/2010,5,May,2010,Fully Paid,0
505136,650770,20000,High,20000,High,19500,High,36 months,9.88,Low,644.21,Very High,B,B1,Columbia University,1,Fresher (0-1y),RENT,55000,Medium,Not Verified,3.34,Low,major_purchase,5/1/2010,5,May,2010,Fully Paid,0
507762,654963,2000,Low,2000,Low,2000,Low,36 months,14.22,Medium,68.57,Low,C,C5,Northrop Grumman,3,Junior (1-3y),RENT,19176,Low,Not Verified,2.19,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507741,654951,2100,Low,2100,Low,2100,Low,36 months,10.62,Medium,68.38,Low,B,B3,The Home Depot,2,Junior (1-3y),RENT,31632,Low,Not Verified,1.33,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507735,654945,5000,Medium,5000,Low,5000,Medium,36 months,15.33,High,174.15,Low,D,D3,Yahoo Inc.,3,Junior (1-3y),RENT,94000,Medium,Not Verified,3.83,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
506585,653152,3200,Low,3200,Low,2700,Low,36 months,6.39,Low,97.93,Low,A,A1,The University of Akron,10,Expert (7y+),MORTGAGE,72000,Medium,Not Verified,19.33,Medium,major_purchase,4/1/2010,4,Apr,2010,Fully Paid,0
504068,648906,15000,High,15000,Medium,14297.20175,Medium,36 months,10.62,Medium,488.4,High,B,B3,United Parcel Service,10,Expert (7y+),MORTGAGE,75996,Medium,Not Verified,19.67,Medium,other,5/1/2010,5,May,2010,Fully Paid,0
507712,654913,17000,High,17000,High,16451.71,High,36 months,10.25,Medium,550.55,High,B,B2,Acxiom Corporation,10,Expert (7y+),MORTGAGE,105000,High,Not Verified,6.53,Low,home_improvement,4/1/2010,4,Apr,2010,Fully Paid,0
507697,654858,7600,Medium,7600,Medium,7600,Medium,36 months,14.59,Medium,261.94,Medium,D,D1,"Office Equipment Company, Inc.",10,Expert (7y+),RENT,51000,Medium,Not Verified,17.29,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507097,653912,22000,High,22000,High,21425,High,36 months,10.62,Medium,716.32,Very High,B,B3,Sony Electronics,5,Senior (3-7y),RENT,75000,Medium,Not Verified,15.92,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507206,654092,7000,Medium,7000,Medium,6925,Medium,36 months,7.51,Low,217.77,Medium,A,A4,Rosenbauer General Safety,2,Junior (1-3y),RENT,37000,Low,Source Verified,10.64,Medium,car,4/1/2010,4,Apr,2010,Fully Paid,0
507660,654789,20400,High,20400,High,20400,High,36 months,10.25,Medium,660.65,Very High,B,B2,Influent Inc,2,Junior (1-3y),RENT,80004,Medium,Verified,20.38,High,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
507634,654745,4800,Low,4800,Low,4300,Low,36 months,7.14,Low,148.51,Low,A,A3,Acumentrics Corp,4,Senior (3-7y),RENT,62000,Medium,Not Verified,0.92,Low,home_improvement,4/1/2010,4,Apr,2010,Fully Paid,0
507603,654704,12000,Medium,12000,Medium,11975,Medium,36 months,12.73,Medium,402.8,High,C,C1,aquasure Inc,4,Senior (3-7y),MORTGAGE,60000,Medium,Not Verified,11.16,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507560,654648,15000,High,15000,Medium,14975,Medium,36 months,13.48,Medium,508.87,High,C,C3,Pfizer,1,Fresher (0-1y),RENT,51000,Medium,Verified,16.19,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507543,654616,8400,Medium,8400,Medium,8225,Medium,36 months,7.51,Low,261.32,Medium,A,A4,Lighting Expressions Ltd,5,Senior (3-7y),MORTGAGE,38000,Low,Not Verified,2.18,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507138,653980,15000,High,15000,Medium,14950,Medium,36 months,12.73,Medium,503.5,High,C,C1,Moxie Systems Inc.,2,Junior (1-3y),RENT,76000,Medium,Not Verified,15.19,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507498,654548,10000,Medium,10000,Medium,10000,Medium,36 months,12.73,Medium,335.67,Medium,C,C1,$260M '06 vintage technology venture capital firm,5,Senior (3-7y),MORTGAGE,160000,Very High,Not Verified,5.63,Low,small_business,4/1/2010,4,Apr,2010,Fully Paid,0
507462,654498,12000,Medium,12000,Medium,12000,Medium,36 months,16.82,High,426.74,High,E,E2,DC Comics/Warner Bros.,7,Senior (3-7y),RENT,55555,Medium,Not Verified,12.29,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507410,654418,18000,High,18000,High,17789.29419,High,36 months,10.99,Medium,589.24,High,B,B4,Ca. Dept. of Corrections,2,Junior (1-3y),RENT,55344,Medium,Not Verified,18.15,Medium,debt_consolidation,5/1/2010,5,May,2010,Fully Paid,0
507411,652317,4000,Low,4000,Low,4000,Low,36 months,14.96,Medium,138.59,Low,D,D2,,1,Fresher (0-1y),RENT,36000,Low,Not Verified,4.1,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507374,654367,15000,High,15000,Medium,14752.35095,Medium,36 months,13.48,Medium,508.87,High,C,C3,provost trucking & blacktopping,6,Senior (3-7y),RENT,28896,Low,Not Verified,6.73,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507384,654383,4400,Low,4400,Low,4400,Low,36 months,7.88,Low,137.64,Low,A,A5,The Home Depot,2,Junior (1-3y),MORTGAGE,75996,Medium,Verified,15.95,Medium,other,4/1/2010,4,Apr,2010,Fully Paid,0
507364,654349,20000,High,20000,High,19577.35046,High,36 months,16.45,High,707.55,Very High,E,E1,ENCO Systems  Inc,10,Expert (7y+),MORTGAGE,75000,Medium,Verified,10.82,Medium,other,4/1/2010,4,Apr,2010,Fully Paid,0
507357,654338,4000,Low,4000,Low,3925,Low,36 months,7.88,Low,125.13,Low,A,A5,State Street Corporation,2,Junior (1-3y),RENT,41160,Low,Verified,15.8,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
506856,653574,10750,Medium,10750,Medium,10725,Medium,36 months,13.11,Medium,362.76,Medium,C,C2,Select Ride,10,Expert (7y+),MORTGAGE,53000,Medium,Not Verified,14.02,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507323,654287,7000,Medium,7000,Medium,7000,Medium,36 months,13.11,Medium,236.22,Medium,C,C2,UVA - Cancer Center,10,Expert (7y+),MORTGAGE,50285,Medium,Not Verified,10.43,Medium,home_improvement,4/1/2010,4,Apr,2010,Fully Paid,0
507020,653849,10000,Medium,10000,Medium,10000,Medium,36 months,13.48,Medium,339.25,Medium,C,C3,Ziff Davis Media,3,Junior (1-3y),RENT,64600,Medium,Not Verified,6.09,Low,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
505259,650971,6000,Medium,6000,Medium,6000,Medium,36 months,6.76,Low,184.62,Low,A,A2,Boston Medical Center,4,Senior (3-7y),MORTGAGE,120000,High,Verified,8.22,Low,moving,4/1/2010,4,Apr,2010,Fully Paid,0
506767,653451,13000,Medium,13000,Medium,12950,Medium,36 months,13.48,Medium,441.02,High,C,C3,Butte County DESS,6,Senior (3-7y),MORTGAGE,39996,Low,Not Verified,10.59,Medium,debt_consolidation,4/1/2010,4,Apr,2010,Fully Paid,0
507228,654126,6000,Medium,6000,Medium,6000,Medium,36 months,11.36,Medium,197.47,Low,B,B5,CSU Monterey Bay,2,Junior (1-3y),RENT,46680,Low,Not Verified,6.56,Low,medical,4/1/2010,4,Apr,2010,Charged Off,1
507217,654107,12000,Medium,12000,Medium,12000,Medium,36 months,14.96,Medium,415.76,High,D,D2,BNP Paribas Fortis Bank,4,Senior (3-7y),RENT,235000,Very High,Not Verified,9.84,Low,educational,4/1/2010,4,Apr,2010,Charged Off,1
